"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 13 21:28:56 GMT 2021","Fri Aug 13 21:28:59 GMT 2021","3785","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_listing",""
"passed","Fri Aug 13 21:28:27 GMT 2021","Fri Aug 13 21:28:39 GMT 2021","12028","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_data_from_file",""
"passed","Fri Aug 13 21:27:54 GMT 2021","Fri Aug 13 21:27:58 GMT 2021","4761","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_new_post",""
"passed","Fri Aug 13 21:28:01 GMT 2021","Fri Aug 13 21:28:08 GMT 2021","7080","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_edit_article",""
"passed","Fri Aug 13 21:27:35 GMT 2021","Fri Aug 13 21:27:39 GMT 2021","4231","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_cookies",""
"passed","Fri Aug 13 21:28:42 GMT 2021","Fri Aug 13 21:28:53 GMT 2021","11297","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_data_to_file",""
"passed","Fri Aug 13 21:27:30 GMT 2021","Fri Aug 13 21:27:33 GMT 2021","2410","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_bad_mail_registration",""
"passed","Fri Aug 13 21:28:09 GMT 2021","Fri Aug 13 21:28:25 GMT 2021","15657","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_del_article",""
"passed","Fri Aug 13 21:27:50 GMT 2021","Fri Aug 13 21:27:51 GMT 2021","1325","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_signin",""
"passed","Fri Aug 13 21:29:02 GMT 2021","Fri Aug 13 21:29:07 GMT 2021","5587","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_pagination",""
"passed","Fri Aug 13 21:27:47 GMT 2021","Fri Aug 13 21:27:48 GMT 2021","1358","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_logout",""
"passed","Fri Aug 13 21:27:42 GMT 2021","Fri Aug 13 21:27:45 GMT 2021","2987","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_good_registration",""
