"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 13 20:09:10 GMT 2021","Fri Aug 13 20:09:13 GMT 2021","3013","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_good_registration",""
"passed","Fri Aug 13 20:10:26 GMT 2021","Fri Aug 13 20:10:30 GMT 2021","3994","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_listing",""
"passed","Fri Aug 13 20:09:30 GMT 2021","Fri Aug 13 20:09:37 GMT 2021","7227","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_edit_article",""
"passed","Fri Aug 13 20:09:02 GMT 2021","Fri Aug 13 20:09:07 GMT 2021","5239","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_cookies",""
"passed","Fri Aug 13 20:09:22 GMT 2021","Fri Aug 13 20:09:27 GMT 2021","5136","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_new_post",""
"passed","Fri Aug 13 20:10:32 GMT 2021","Fri Aug 13 20:10:39 GMT 2021","7083","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_pagination",""
"passed","Fri Aug 13 20:09:55 GMT 2021","Fri Aug 13 20:10:07 GMT 2021","12356","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_data_from_file",""
"passed","Fri Aug 13 20:08:57 GMT 2021","Fri Aug 13 20:08:59 GMT 2021","2547","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_bad_mail_registration",""
"passed","Fri Aug 13 20:10:10 GMT 2021","Fri Aug 13 20:10:23 GMT 2021","13624","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_data_to_file",""
"passed","Fri Aug 13 20:09:18 GMT 2021","Fri Aug 13 20:09:19 GMT 2021","1429","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_signin",""
"passed","Fri Aug 13 20:09:38 GMT 2021","Fri Aug 13 20:09:52 GMT 2021","13923","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_del_article",""
"passed","Fri Aug 13 20:09:14 GMT 2021","Fri Aug 13 20:09:16 GMT 2021","1457","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_logout",""
