"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 13 18:12:48 GMT 2021","Fri Aug 13 18:12:49 GMT 2021","1323","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_signin",""
"passed","Fri Aug 13 18:12:45 GMT 2021","Fri Aug 13 18:12:47 GMT 2021","1344","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_logout",""
"passed","Fri Aug 13 18:13:08 GMT 2021","Fri Aug 13 18:13:20 GMT 2021","11759","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_del_article",""
"passed","Fri Aug 13 18:13:45 GMT 2021","Fri Aug 13 18:13:48 GMT 2021","3679","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_listing",""
"passed","Fri Aug 13 18:12:28 GMT 2021","Fri Aug 13 18:12:31 GMT 2021","3089","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_registration_rossz",""
"passed","Fri Aug 13 18:13:22 GMT 2021","Fri Aug 13 18:13:32 GMT 2021","9934","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_data_from_file",""
"passed","Fri Aug 13 18:12:40 GMT 2021","Fri Aug 13 18:12:43 GMT 2021","2803","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_test_reg_jo",""
"passed","Fri Aug 13 18:13:34 GMT 2021","Fri Aug 13 18:13:43 GMT 2021","9650","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_data_to_file",""
"passed","Fri Aug 13 18:12:59 GMT 2021","Fri Aug 13 18:13:06 GMT 2021","6766","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_edit_a",""
"passed","Fri Aug 13 18:13:51 GMT 2021","Fri Aug 13 18:13:56 GMT 2021","5233","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_pagination",""
"passed","Fri Aug 13 18:12:52 GMT 2021","Fri Aug 13 18:12:57 GMT 2021","4643","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_new_post",""
"passed","Fri Aug 13 18:12:33 GMT 2021","Fri Aug 13 18:12:38 GMT 2021","4689","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_cookies",""
