"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 13 15:49:01 GMT 2021","Fri Aug 13 15:49:04 GMT 2021","2566","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_registration_rossz",""
"passed","Fri Aug 13 15:49:53 GMT 2021","Fri Aug 13 15:50:03 GMT 2021","10402","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_data_from_file",""
"passed","Fri Aug 13 15:50:18 GMT 2021","Fri Aug 13 15:50:22 GMT 2021","4362","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_listing",""
"passed","Fri Aug 13 15:49:18 GMT 2021","Fri Aug 13 15:49:20 GMT 2021","1714","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_signin",""
"passed","Fri Aug 13 15:49:22 GMT 2021","Fri Aug 13 15:49:28 GMT 2021","5360","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_new_post",""
"passed","Fri Aug 13 15:50:05 GMT 2021","Fri Aug 13 15:50:17 GMT 2021","11350","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_data_to_file",""
"passed","Fri Aug 13 15:49:12 GMT 2021","Fri Aug 13 15:49:15 GMT 2021","2490","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_test_reg_jo",""
"passed","Fri Aug 13 15:49:39 GMT 2021","Fri Aug 13 15:49:52 GMT 2021","12987","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_del_article",""
"passed","Fri Aug 13 15:49:06 GMT 2021","Fri Aug 13 15:49:10 GMT 2021","4725","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_cookies",""
"passed","Fri Aug 13 15:49:30 GMT 2021","Fri Aug 13 15:49:37 GMT 2021","7400","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_edit_a",""
"passed","Fri Aug 13 15:50:24 GMT 2021","Fri Aug 13 15:50:30 GMT 2021","6340","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_pagination",""
"passed","Fri Aug 13 15:49:16 GMT 2021","Fri Aug 13 15:49:17 GMT 2021","1717","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_logout",""
